insee;commune;date;UV_J0;UV_J1;UV_J2;UV_J3
02068;BERLANCOURT;2024-01-18;1;1;1;;
02069;BERLISE;2024-01-18;1;1;1;;
02070;BERNOT;2024-01-18;1;1;1;;
02071;BERNY-RIVIERE;2024-01-18;1;1;1;;
02072;BERRIEUX;2024-01-18;1;1;1;;
02073;BERRY-AU-BAC;2024-01-18;1;1;1;;
02074;BERTAUCOURT-EPOURDON;2024-01-18;1;1;1;;
02075;BERTHENICOURT;2024-01-18;1;1;1;;
02076;BERTRICOURT;2024-01-18;1;1;1;;
02077;BERZY-LE-SEC;2024-01-18;1;1;1;;
02078;BESME;2024-01-18;1;1;1;;
02079;BESMONT;2024-01-18;1;1;1;;
02080;BESNY-ET-LOIZY;2024-01-18;1;1;1;;
02081;BETHANCOURT-EN-VAUX;2024-01-18;1;1;1;;
02082;BEUGNEUX;2024-01-18;1;1;1;;
02083;BEUVARDES;2024-01-18;1;1;1;;
02084;BEZU-LE-GUERY;2024-01-18;1;1;1;;
02085;BEZU-SAINT-GERMAIN;2024-01-18;1;1;1;;
02086;BICHANCOURT;2024-01-18;1;1;1;;
02087;BIEUXY;2024-01-18;1;1;1;;
02088;BIEVRES;2024-01-18;1;1;1;;
02089;BILLY-SUR-AISNE;2024-01-18;1;1;1;;
02090;BILLY-SUR-OURCQ;2024-01-18;1;1;1;;
02091;BLANZY-LES-FISMES;2024-01-18;1;1;1;;
02093;BLERANCOURT;2024-01-18;1;1;1;;
02094;BLESMES;2024-01-18;1;1;1;;
02095;BOHAIN-EN-VERMANDOIS;2024-01-18;1;1;1;;
02096;BOIS-LES-PARGNY;2024-01-18;1;1;1;;
02097;BONCOURT;2024-01-18;1;1;1;;
02098;BONNEIL;2024-01-18;1;1;1;;
02099;BONNESVALYN;2024-01-18;1;1;1;;
02100;BONY;2024-01-18;1;1;1;;
02101;BOSMONT-SUR-SERRE;2024-01-18;1;1;1;;
02102;BOUCONVILLE-VAUCLAIR;2024-01-18;1;1;1;;
02103;BOUE;2024-01-18;1;1;1;;
02104;BOUFFIGNEREUX;2024-01-18;1;1;1;;
02105;BOURESCHES;2024-01-18;1;1;1;;
02106;BOURG-ET-COMIN;2024-01-18;1;1;1;;
02107;BOURGUIGNON-SOUS-COUCY;2024-01-18;1;1;1;;
02108;BOURGUIGNON-SOUS-MONTBAVIN;2024-01-18;1;1;1;;
02109;LA_BOUTEILLE;2024-01-18;1;1;1;;
02110;BRAINE;2024-01-18;1;1;1;;
02111;BRANCOURT-EN-LAONNOIS;2024-01-18;1;1;1;;
02112;BRANCOURT-LE-GRAND;2024-01-18;1;1;1;;
02114;BRASLES;2024-01-18;1;1;1;;
02115;BRAYE-EN-LAONNOIS;2024-01-18;1;1;1;;
02116;BRAYE-EN-THIERACHE;2024-01-18;1;1;1;;
02117;BRAY-SAINT-CHRISTOPHE;2024-01-18;1;1;1;;
02118;BRAYE;2024-01-18;1;1;1;;
02119;BRECY;2024-01-18;1;1;1;;
02120;BRENELLE;2024-01-18;1;1;1;;
02121;BRENY;2024-01-18;1;1;1;;
02122;BRIE;2024-01-18;1;1;1;;
02123;BRISSAY-CHOIGNY;2024-01-18;1;1;1;;
02124;BRISSY-HAMEGICOURT;2024-01-18;1;1;1;;
02125;BRUMETZ;2024-01-18;1;1;1;;
02126;BRUNEHAMEL;2024-01-18;1;1;1;;
02127;BRUYERES-SUR-FERE;2024-01-18;1;1;1;;
02128;BRUYERES-ET-MONTBERAULT;2024-01-18;1;1;1;;
02129;BRUYS;2024-01-18;1;1;1;;
02130;BUCILLY;2024-01-18;1;1;1;;
02131;BUCY-LE-LONG;2024-01-18;1;1;1;;
02132;BUCY-LES-CERNY;2024-01-18;1;1;1;;
02133;BUCY-LES-PIERREPONT;2024-01-18;1;1;1;;
02134;BUIRE;2024-01-18;1;1;1;;
02135;BUIRONFOSSE;2024-01-18;1;1;1;;
02136;BURELLES;2024-01-18;1;1;1;;
02137;BUSSIARES;2024-01-18;1;1;1;;
02138;BUZANCY;2024-01-18;1;1;1;;
02139;CAILLOUEL-CREPIGNY;2024-01-18;1;1;1;;
02140;CAMELIN;2024-01-18;1;1;1;;
02141;LA_CAPELLE;2024-01-18;1;1;1;;
02142;CASTRES;2024-01-18;1;1;1;;
02143;LE_CATELET;2024-01-18;1;1;1;;
02144;CAULAINCOURT;2024-01-18;1;1;1;;
02145;CAUMONT;2024-01-18;1;1;1;;
02146;CELLES-LES-CONDE;2024-01-18;1;1;1;;
02147;LA_CELLE-SOUS-MONTMIRAIL;2024-01-18;1;1;1;;
02148;CELLES-SUR-AISNE;2024-01-18;1;1;1;;
02149;CERIZY;2024-01-18;1;1;1;;
02150;CERNY-EN-LAONNOIS;2024-01-18;1;1;1;;
02151;CERNY-LES-BUCY;2024-01-18;1;1;1;;
02152;CERSEUIL;2024-01-18;1;1;1;;
02153;CESSIERES;2024-01-18;1;1;1;;
02154;CHACRISE;2024-01-18;1;1;1;;
02155;CHAILLEVOIS;2024-01-18;1;1;1;;
02156;CHALANDRY;2024-01-18;1;1;1;;
02157;CHAMBRY;2024-01-18;1;1;1;;
02158;CHAMOUILLE;2024-01-18;1;1;1;;
02159;CHAMPS;2024-01-18;1;1;1;;
02160;CHAOURSE;2024-01-18;1;1;1;;
02161;LA_CHAPELLE-MONTHODON;2024-01-18;1;1;1;;
02162;LA_CHAPELLE-SUR-CHEZY;2024-01-18;1;1;1;;
02163;CHARLY;2024-01-18;1;1;1;;
02164;LE_CHARMEL;2024-01-18;1;1;1;;
02165;CHARMES;2024-01-18;1;1;1;;
02166;CHARTEVES;2024-01-18;1;1;1;;
02167;CHASSEMY;2024-01-18;1;1;1;;
02168;CHATEAU-THIERRY;2024-01-18;1;1;1;;
02169;CHATILLON-LES-SONS;2024-01-18;1;1;1;;
02170;CHATILLON-SUR-OISE;2024-01-18;1;1;1;;
02171;CHAUDARDES;2024-01-18;1;1;1;;
02172;CHAUDUN;2024-01-18;1;1;1;;
02173;CHAUNY;2024-01-18;1;1;1;;
02174;CHAVIGNON;2024-01-18;1;1;1;;
02175;CHAVIGNY;2024-01-18;1;1;1;;
02176;CHAVONNE;2024-01-18;1;1;1;;
02177;CHERET;2024-01-18;1;1;1;;
02178;CHERMIZY-AILLES;2024-01-18;1;1;1;;
02179;CHERY-CHARTREUVE;2024-01-18;1;1;1;;
02180;CHERY-LES-POUILLY;2024-01-18;1;1;1;;
02181;CHERY-LES-ROZOY;2024-01-18;1;1;1;;
02182;CHEVENNES;2024-01-18;1;1;1;;
02183;CHEVREGNY;2024-01-18;1;1;1;;
02184;CHEVRESIS-MONCEAU;2024-01-18;1;1;1;;
02185;CHEZY-EN-ORXOIS;2024-01-18;1;1;1;;
02186;CHEZY-SUR-MARNE;2024-01-18;1;1;1;;
02187;CHIERRY;2024-01-18;1;1;1;;
02188;CHIGNY;2024-01-18;1;1;1;;
02189;CHIVRES-EN-LAONNOIS;2024-01-18;1;1;1;;
02190;CHIVRES-VAL;2024-01-18;1;1;1;;
02191;CHIVY-LES-ETOUVELLES;2024-01-18;1;1;1;;
02192;CHOUY;2024-01-18;1;1;1;;
02193;CIERGES;2024-01-18;1;1;1;;
02194;CILLY;2024-01-18;1;1;1;;
02195;CIRY-SALSOGNE;2024-01-18;1;1;1;;
02196;CLACY-ET-THIERRET;2024-01-18;1;1;1;;
02197;CLAIRFONTAINE;2024-01-18;1;1;1;;
02198;CLAMECY;2024-01-18;1;1;1;;
02199;CLASTRES;2024-01-18;1;1;1;;
02200;CLERMONT-LES-FERMES;2024-01-18;1;1;1;;
02201;COEUVRES-ET-VALSERY;2024-01-18;1;1;1;;
02203;COINCY;2024-01-18;1;1;1;;
02204;COINGT;2024-01-18;1;1;1;;
02205;COLLIGIS-CRANDELAIN;2024-01-18;1;1;1;;
02206;COLONFAY;2024-01-18;1;1;1;;
02207;COMMENCHON;2024-01-18;1;1;1;;
02208;CONCEVREUX;2024-01-18;1;1;1;;
02209;CONDE-EN-BRIE;2024-01-18;1;1;1;;
02210;CONDE-SUR-AISNE;2024-01-18;1;1;1;;
02211;CONDE-SUR-SUIPPE;2024-01-18;1;1;1;;
02212;CONDREN;2024-01-18;1;1;1;;
02213;CONNIGIS;2024-01-18;1;1;1;;
02214;CONTESCOURT;2024-01-18;1;1;1;;
02215;CORBENY;2024-01-18;1;1;1;;
02216;CORCY;2024-01-18;1;1;1;;
02217;COUCY-LE-CHATEAU-AUFFRIQUE;2024-01-18;1;1;1;;
02218;COUCY-LES-EPPES;2024-01-18;1;1;1;;
02219;COUCY-LA-VILLE;2024-01-18;1;1;1;;
02220;COULONGES-COHAN;2024-01-18;1;1;1;;
02221;COUPRU;2024-01-18;1;1;1;;
02222;COURBES;2024-01-18;1;1;1;;
02223;COURBOIN;2024-01-18;1;1;1;;
02224;COURCELLES-SUR-VESLES;2024-01-18;1;1;1;;
02225;COURCHAMPS;2024-01-18;1;1;1;;
02226;COURMELLES;2024-01-18;1;1;1;;
02227;COURMONT;2024-01-18;1;1;1;;
02228;COURTEMONT-VARENNES;2024-01-18;1;1;1;;
02229;COURTRIZY-ET-FUSSIGNY;2024-01-18;1;1;1;;
02230;COUVRELLES;2024-01-18;1;1;1;;
02231;COUVRON-ET-AUMENCOURT;2024-01-18;1;1;1;;
02232;COYOLLES;2024-01-18;1;1;1;;
02233;CRAMAILLE;2024-01-18;1;1;1;;
02234;CRAONNE;2024-01-18;1;1;1;;
02235;CRAONNELLE;2024-01-18;1;1;1;;
02236;CRECY-AU-MONT;2024-01-18;1;1;1;;
02237;CRECY-SUR-SERRE;2024-01-18;1;1;1;;
02238;CREPY;2024-01-18;1;1;1;;
02239;CREZANCY;2024-01-18;1;1;1;;
02240;CROIX-FONSOMMES;2024-01-18;1;1;1;;
02241;LA_CROIX-SUR-OURCQ;2024-01-18;1;1;1;;
02242;CROUTTES-SUR-MARNE;2024-01-18;1;1;1;;
02243;CROUY;2024-01-18;1;1;1;;
02244;CRUPILLY;2024-01-18;1;1;1;;
02245;CUFFIES;2024-01-18;1;1;1;;
02246;CUGNY;2024-01-18;1;1;1;;
02248;CUIRIEUX;2024-01-18;1;1;1;;
02249;CUIRY-HOUSSE;2024-01-18;1;1;1;;
02250;CUIRY-LES-CHAUDARDES;2024-01-18;1;1;1;;
02251;CUIRY-LES-IVIERS;2024-01-18;1;1;1;;
02252;CUISSY-ET-GENY;2024-01-18;1;1;1;;
02253;CUISY-EN-ALMONT;2024-01-18;1;1;1;;
02254;CUTRY;2024-01-18;1;1;1;;
02255;CYS-LA-COMMUNE;2024-01-18;1;1;1;;
02256;DAGNY-LAMBERCY;2024-01-18;1;1;1;;
02257;DALLON;2024-01-18;1;1;1;;
02258;DAMMARD;2024-01-18;1;1;1;;
02259;DAMPLEUX;2024-01-18;1;1;1;;
02260;DANIZY;2024-01-18;1;1;1;;
02261;DERCY;2024-01-18;1;1;1;;
02262;DEUILLET;2024-01-18;1;1;1;;
02263;DHUIZEL;2024-01-18;1;1;1;;
02264;DIZY-LE-GROS;2024-01-18;1;1;1;;
02265;DOHIS;2024-01-18;1;1;1;;
02266;DOLIGNON;2024-01-18;1;1;1;;
02267;DOMMIERS;2024-01-18;1;1;1;;
02268;DOMPTIN;2024-01-18;1;1;1;;
02269;DORENGT;2024-01-18;1;1;1;;
02270;DOUCHY;2024-01-18;1;1;1;;
02271;DRAVEGNY;2024-01-18;1;1;1;;
02272;DROIZY;2024-01-18;1;1;1;;
02273;DURY;2024-01-18;1;1;1;;
02274;EBOULEAU;2024-01-18;1;1;1;;
02275;EFFRY;2024-01-18;1;1;1;;
02276;ENGLANCOURT;2024-01-18;1;1;1;;
02277;EPAGNY;2024-01-18;1;1;1;;
02278;EPARCY;2024-01-18;1;1;1;;
02279;EPAUX-BEZU;2024-01-18;1;1;1;;
02280;EPIEDS;2024-01-18;1;1;1;;
02281;LEPINE-AUX-BOIS;2024-01-18;1;1;1;;
02282;EPPES;2024-01-18;1;1;1;;
02283;ERLON;2024-01-18;1;1;1;;
02284;ERLOY;2024-01-18;1;1;1;;
02286;ESQUEHERIES;2024-01-18;1;1;1;;
02287;ESSIGNY-LE-GRAND;2024-01-18;1;1;1;;
02288;ESSIGNY-LE-PETIT;2024-01-18;1;1;1;;
02289;ESSISES;2024-01-18;1;1;1;;
02290;ESSOMES-SUR-MARNE;2024-01-18;1;1;1;;
02291;ESTREES;2024-01-18;1;1;1;;
02292;ETAMPES-SUR-MARNE;2024-01-18;1;1;1;;
02293;ETAVES-ET-BOCQUIAUX;2024-01-18;1;1;1;;
02294;ETOUVELLES;2024-01-18;1;1;1;;
02295;ETREAUPONT;2024-01-18;1;1;1;;
02296;ETREILLERS;2024-01-18;1;1;1;;
02297;ETREPILLY;2024-01-18;1;1;1;;
02298;ETREUX;2024-01-18;1;1;1;;
02299;EVERGNICOURT;2024-01-18;1;1;1;;
02301;FAUCOUCOURT;2024-01-18;1;1;1;;
02302;FAVEROLLES;2024-01-18;1;1;1;;
02303;FAYET;2024-01-18;1;1;1;;
02304;LA_FERE;2024-01-18;1;1;1;;
02305;FERE-EN-TARDENOIS;2024-01-18;1;1;1;;
02306;LA_FERTE-CHEVRESIS;2024-01-18;1;1;1;;
02307;LA_FERTE-MILON;2024-01-18;1;1;1;;
02308;FESMY-LE-SART;2024-01-18;1;1;1;;
02309;FESTIEUX;2024-01-18;1;1;1;;
02310;FIEULAINE;2024-01-18;1;1;1;;
02311;FILAIN;2024-01-18;1;1;1;;
02312;LA_FLAMENGRIE;2024-01-18;1;1;1;;
02313;FLAVIGNY-LE-GRAND-ET-BEAURAIN;2024-01-18;1;1;1;;
02315;FLAVY-LE-MARTEL;2024-01-18;1;1;1;;
02316;FLEURY;2024-01-18;1;1;1;;
02317;FLUQUIERES;2024-01-18;1;1;1;;
02318;FOLEMBRAY;2024-01-18;1;1;1;;
02319;FONSOMMES;2024-01-18;1;1;1;;
02320;FONTAINE-LES-CLERCS;2024-01-18;1;1;1;;
02321;FONTAINE-LES-VERVINS;2024-01-18;1;1;1;;
02322;FONTAINE-NOTRE-DAME;2024-01-18;1;1;1;;
02323;FONTAINE-UTERTE;2024-01-18;1;1;1;;
02324;FONTENELLE;2024-01-18;1;1;1;;
02325;FONTENELLE-EN-BRIE;2024-01-18;1;1;1;;
02326;FONTENOY;2024-01-18;1;1;1;;
02327;FORESTE;2024-01-18;1;1;1;;
02328;FOSSOY;2024-01-18;1;1;1;;
02329;FOURDRAIN;2024-01-18;1;1;1;;
02330;FRANCILLY-SELENCY;2024-01-18;1;1;1;;
02331;FRANQUEVILLE;2024-01-18;1;1;1;;
02332;FRESNES-EN-TARDENOIS;2024-01-18;1;1;1;;
02333;FRESNES;2024-01-18;1;1;1;;
02334;FRESNOY-LE-GRAND;2024-01-18;1;1;1;;
02335;FRESSANCOURT;2024-01-18;1;1;1;;
02336;FRIERES-FAILLOUEL;2024-01-18;1;1;1;;
02337;FROIDESTREES;2024-01-18;1;1;1;;
02338;FROIDMONT-COHARTILLE;2024-01-18;1;1;1;;
02339;GANDELU;2024-01-18;1;1;1;;
02340;GAUCHY;2024-01-18;1;1;1;;
02341;GERCY;2024-01-18;1;1;1;;
02342;GERGNY;2024-01-18;1;1;1;;
02343;GERMAINE;2024-01-18;1;1;1;;
02344;GERNICOURT;2024-01-18;1;1;1;;
02345;GIBERCOURT;2024-01-18;1;1;1;;
02346;GIZY;2024-01-18;1;1;1;;
02347;GLAND;2024-01-18;1;1;1;;
02348;GLENNES;2024-01-18;1;1;1;;
02349;GOUDELANCOURT-LES-BERRIEUX;2024-01-18;1;1;1;;
02350;GOUDELANCOURT-LES-PIERREPONT;2024-01-18;1;1;1;;
02351;GOUSSANCOURT;2024-01-18;1;1;1;;
02352;GOUY;2024-01-18;1;1;1;;
02353;GRANDLUP-ET-FAY;2024-01-18;1;1;1;;
02354;GRANDRIEUX;2024-01-18;1;1;1;;
02355;GRICOURT;2024-01-18;1;1;1;;
02356;GRISOLLES;2024-01-18;1;1;1;;
02357;GRONARD;2024-01-18;1;1;1;;
02358;GROUGIS;2024-01-18;1;1;1;;
02359;GRUGIES;2024-01-18;1;1;1;;
02360;GUIGNICOURT;2024-01-18;1;1;1;;
02361;GUISE;2024-01-18;1;1;1;;
02362;GUIVRY;2024-01-18;1;1;1;;
02363;GUNY;2024-01-18;1;1;1;;
02364;GUYENCOURT;2024-01-18;1;1;1;;
02366;HANNAPES;2024-01-18;1;1;1;;
02367;HAPPENCOURT;2024-01-18;1;1;1;;
02368;HARAMONT;2024-01-18;1;1;1;;
02369;HARCIGNY;2024-01-18;1;1;1;;
02370;HARGICOURT;2024-01-18;1;1;1;;
02371;HARLY;2024-01-18;1;1;1;;
02372;HARTENNES-ET-TAUX;2024-01-18;1;1;1;;
02373;HARY;2024-01-18;1;1;1;;
02374;LEHAUCOURT;2024-01-18;1;1;1;;
02375;HAUTEVESNES;2024-01-18;1;1;1;;
02376;HAUTEVILLE;2024-01-18;1;1;1;;
02377;HAUTION;2024-01-18;1;1;1;;
02378;LA_HERIE;2024-01-18;1;1;1;;
02379;LE_HERIE-LA-VIEVILLE;2024-01-18;1;1;1;;
02380;HINACOURT;2024-01-18;1;1;1;;
02381;HIRSON;2024-01-18;1;1;1;;
02382;HOLNON;2024-01-18;1;1;1;;
02383;HOMBLIERES;2024-01-18;1;1;1;;
02384;HOURY;2024-01-18;1;1;1;;
02385;HOUSSET;2024-01-18;1;1;1;;
02386;IRON;2024-01-18;1;1;1;;
02387;ITANCOURT;2024-01-18;1;1;1;;
02388;IVIERS;2024-01-18;1;1;1;;
02389;JAULGONNE;2024-01-18;1;1;1;;
02390;JEANCOURT;2024-01-18;1;1;1;;
02391;JEANTES;2024-01-18;1;1;1;;
02392;JONCOURT;2024-01-18;1;1;1;;
02393;JOUAIGNES;2024-01-18;1;1;1;;
02395;JUMENCOURT;2024-01-18;1;1;1;;
02396;JUMIGNY;2024-01-18;1;1;1;;
02397;JUSSY;2024-01-18;1;1;1;;
02398;JUVIGNY;2024-01-18;1;1;1;;
02399;JUVINCOURT-ET-DAMARY;2024-01-18;1;1;1;;
02400;LAFFAUX;2024-01-18;1;1;1;;
02401;LAIGNY;2024-01-18;1;1;1;;
02402;LANCHY;2024-01-18;1;1;1;;
02403;LANDIFAY-ET-BERTAIGNEMONT;2024-01-18;1;1;1;;
02404;LANDOUZY-LA-COUR;2024-01-18;1;1;1;;
02405;LANDOUZY-LA-VILLE;2024-01-18;1;1;1;;
02406;LANDRICOURT;2024-01-18;1;1;1;;
02407;LANISCOURT;2024-01-18;1;1;1;;
02408;LAON;2024-01-18;1;1;1;;
02409;LAPPION;2024-01-18;1;1;1;;
02410;LARGNY-SUR-AUTOMNE;2024-01-18;1;1;1;;
02411;LATILLY;2024-01-18;1;1;1;;
02412;LAUNOY;2024-01-18;1;1;1;;
02413;LAVAL-EN-LAONNOIS;2024-01-18;1;1;1;;
02414;LAVAQUERESSE;2024-01-18;1;1;1;;
02415;LAVERSINE;2024-01-18;1;1;1;;
02416;LEME;2024-01-18;1;1;1;;
02417;LEMPIRE;2024-01-18;1;1;1;;
02418;LERZY;2024-01-18;1;1;1;;
02419;LESCHELLES;2024-01-18;1;1;1;;
02420;LESDINS;2024-01-18;1;1;1;;
02421;LESGES;2024-01-18;1;1;1;;
02422;LESQUIELLES-SAINT-GERMAIN;2024-01-18;1;1;1;;
02423;LEUILLY-SOUS-COUCY;2024-01-18;1;1;1;;
02424;LEURY;2024-01-18;1;1;1;;
02425;LEUZE;2024-01-18;1;1;1;;
02426;LEVERGIES;2024-01-18;1;1;1;;
02427;LHUYS;2024-01-18;1;1;1;;
02428;LICY-CLIGNON;2024-01-18;1;1;1;;
02429;LIERVAL;2024-01-18;1;1;1;;
02430;LIESSE-NOTRE-DAME;2024-01-18;1;1;1;;
02431;LIEZ;2024-01-18;1;1;1;;
02432;LIME;2024-01-18;1;1;1;;
02433;LISLET;2024-01-18;1;1;1;;
02434;LIZY;2024-01-18;1;1;1;;
02435;LOGNY-LES-AUBENTON;2024-01-18;1;1;1;;
02438;LONGPONT;2024-01-18;1;1;1;;
02439;LONGUEVAL-BARBONVAL;2024-01-18;1;1;1;;
02440;LOR;2024-01-18;1;1;1;;
02441;LOUATRE;2024-01-18;1;1;1;;
02442;LOUPEIGNE;2024-01-18;1;1;1;;
02443;LUCY-LE-BOCAGE;2024-01-18;1;1;1;;
02444;LUGNY;2024-01-18;1;1;1;;
02445;LUZOIR;2024-01-18;1;1;1;;
02446;LY-FONTAINE;2024-01-18;1;1;1;;
02447;MAAST-ET-VIOLAINE;2024-01-18;1;1;1;;
02448;MACHECOURT;2024-01-18;1;1;1;;
02449;MACOGNY;2024-01-18;1;1;1;;
02450;MACQUIGNY;2024-01-18;1;1;1;;
02451;MAGNY-LA-FOSSE;2024-01-18;1;1;1;;
02452;MAISSEMY;2024-01-18;1;1;1;;
02453;MAIZY;2024-01-18;1;1;1;;
02454;LA_MALMAISON;2024-01-18;1;1;1;;
02455;MALZY;2024-01-18;1;1;1;;
02456;MANICAMP;2024-01-18;1;1;1;;
02457;MARCHAIS;2024-01-18;1;1;1;;
02458;MARCHAIS-EN-BRIE;2024-01-18;1;1;1;;
02459;MARCY;2024-01-18;1;1;1;;
02460;MARCY-SOUS-MARLE;2024-01-18;1;1;1;;
02461;MAREST-DAMPCOURT;2024-01-18;1;1;1;;
02462;MAREUIL-EN-DOLE;2024-01-18;1;1;1;;
02463;MARFONTAINE;2024-01-18;1;1;1;;
02464;MARGIVAL;2024-01-18;1;1;1;;
02465;MARIGNY-EN-ORXOIS;2024-01-18;1;1;1;;
02466;MARIZY-SAINTE-GENEVIEVE;2024-01-18;1;1;1;;
02467;MARIZY-SAINT-MARD;2024-01-18;1;1;1;;
02468;MARLE;2024-01-18;1;1;1;;
02469;MARLY-GOMONT;2024-01-18;1;1;1;;
02470;MARTIGNY;2024-01-18;1;1;1;;
02471;MARTIGNY-COURPIERRE;2024-01-18;1;1;1;;
02472;MAUREGNY-EN-HAYE;2024-01-18;1;1;1;;
02473;MAYOT;2024-01-18;1;1;1;;
02474;MENNESSIS;2024-01-18;1;1;1;;
02475;MENNEVILLE;2024-01-18;1;1;1;;
02476;MENNEVRET;2024-01-18;1;1;1;;
02477;MERCIN-ET-VAUX;2024-01-18;1;1;1;;
02478;MERLIEUX-ET-FOUQUEROLLES;2024-01-18;1;1;1;;
02479;MERVAL;2024-01-18;1;1;1;;
02480;MESBRECOURT-RICHECOURT;2024-01-18;1;1;1;;
02481;MESNIL-SAINT-LAURENT;2024-01-18;1;1;1;;
02482;MEURIVAL;2024-01-18;1;1;1;;
02483;MEZIERES-SUR-OISE;2024-01-18;1;1;1;;
02484;MEZY-MOULINS;2024-01-18;1;1;1;;
02485;MISSY-AUX-BOIS;2024-01-18;1;1;1;;
02486;MISSY-LES-PIERREPONT;2024-01-18;1;1;1;;
02487;MISSY-SUR-AISNE;2024-01-18;1;1;1;;
02488;MOLAIN;2024-01-18;1;1;1;;
02489;MOLINCHART;2024-01-18;1;1;1;;
02490;MONAMPTEUIL;2024-01-18;1;1;1;;
02491;MONCEAU-LE-NEUF-ET-FAUCOUZY;2024-01-18;1;1;1;;
02492;MONCEAU-LES-LEUPS;2024-01-18;1;1;1;;
02493;MONCEAU-LE-WAAST;2024-01-18;1;1;1;;
02494;MONCEAU-SUR-OISE;2024-01-18;1;1;1;;
02495;MONDREPUIS;2024-01-18;1;1;1;;
02496;MONNES;2024-01-18;1;1;1;;
02497;MONS-EN-LAONNOIS;2024-01-18;1;1;1;;
02498;MONTAIGU;2024-01-18;1;1;1;;
02499;MONTBAVIN;2024-01-18;1;1;1;;
02500;MONTBREHAIN;2024-01-18;1;1;1;;
02501;MONTCHALONS;2024-01-18;1;1;1;;
02502;MONTCORNET;2024-01-18;1;1;1;;
02503;MONT-DORIGNY;2024-01-18;1;1;1;;
02504;MONTESCOURT-LIZEROLLES;2024-01-18;1;1;1;;
02505;MONTFAUCON;2024-01-18;1;1;1;;
02506;MONTGOBERT;2024-01-18;1;1;1;;
02507;MONTGRU-SAINT-HILAIRE;2024-01-18;1;1;1;;
02508;MONTHENAULT;2024-01-18;1;1;1;;
02509;MONTHIERS;2024-01-18;1;1;1;;
02510;MONTHUREL;2024-01-18;1;1;1;;
02511;MONTIGNY-EN-ARROUAISE;2024-01-18;1;1;1;;
02512;MONTIGNY-LALLIER;2024-01-18;1;1;1;;
02513;MONTIGNY-LE-FRANC;2024-01-18;1;1;1;;
02514;MONTIGNY-LENGRAIN;2024-01-18;1;1;1;;
02515;MONTIGNY-LES-CONDE;2024-01-18;1;1;1;;
02516;MONTIGNY-SOUS-MARLE;2024-01-18;1;1;1;;
02517;MONTIGNY-SUR-CRECY;2024-01-18;1;1;1;;
02518;MONTLEVON;2024-01-18;1;1;1;;
02519;MONTLOUE;2024-01-18;1;1;1;;
02520;MONT-NOTRE-DAME;2024-01-18;1;1;1;;
02521;MONTREUIL-AUX-LIONS;2024-01-18;1;1;1;;
02522;MONT-SAINT-JEAN;2024-01-18;1;1;1;;
02523;MONT-SAINT-MARTIN;2024-01-18;1;1;1;;
02524;MONT-SAINT-PERE;2024-01-18;1;1;1;;
02525;MORCOURT;2024-01-18;1;1;1;;
02526;MORGNY-EN-THIERACHE;2024-01-18;1;1;1;;
02527;MORSAIN;2024-01-18;1;1;1;;
02528;MORTEFONTAINE;2024-01-18;1;1;1;;
02529;MORTIERS;2024-01-18;1;1;1;;
02530;MOULINS;2024-01-18;1;1;1;;
02531;MOUSSY-VERNEUIL;2024-01-18;1;1;1;;
02532;MOY-DE-LAISNE;2024-01-18;1;1;1;;
02533;MURET-ET-CROUTTES;2024-01-18;1;1;1;;
02534;MUSCOURT;2024-01-18;1;1;1;;
02535;NAMPCELLES-LA-COUR;2024-01-18;1;1;1;;
02536;NAMPTEUIL-SOUS-MURET;2024-01-18;1;1;1;;
02537;NANTEUIL-LA-FOSSE;2024-01-18;1;1;1;;
02538;NANTEUIL-NOTRE-DAME;2024-01-18;1;1;1;;
02539;NAUROY;2024-01-18;1;1;1;;
02540;NESLES-LA-MONTAGNE;2024-01-18;1;1;1;;
02541;NEUFCHATEL-SUR-AISNE;2024-01-18;1;1;1;;
02542;NEUFLIEUX;2024-01-18;1;1;1;;
02543;NEUILLY-SAINT-FRONT;2024-01-18;1;1;1;;
02544;NEUVE-MAISON;2024-01-18;1;1;1;;
02545;LA_NEUVILLE-BOSMONT;2024-01-18;1;1;1;;
02546;LA_NEUVILLE-EN-BEINE;2024-01-18;1;1;1;;
02547;LA_NEUVILLE-HOUSSET;2024-01-18;1;1;1;;
02548;LA_NEUVILLE-LES-DORENGT;2024-01-18;1;1;1;;
02549;NEUVILLE-SAINT-AMAND;2024-01-18;1;1;1;;
02550;NEUVILLE-SUR-AILETTE;2024-01-18;1;1;1;;
02551;NEUVILLE-SUR-MARGIVAL;2024-01-18;1;1;1;;
02552;NEUVILLETTE;2024-01-18;1;1;1;;
02553;NIZY-LE-COMTE;2024-01-18;1;1;1;;
02554;NOGENTEL;2024-01-18;1;1;1;;
02555;NOGENT-LARTAUD;2024-01-18;1;1;1;;
02556;NOIRCOURT;2024-01-18;1;1;1;;
02557;NOROY-SUR-OURCQ;2024-01-18;1;1;1;;
02558;LE_NOUVION-EN-THIERACHE;2024-01-18;1;1;1;;
02559;NOUVION-ET-CATILLON;2024-01-18;1;1;1;;
02560;NOUVION-LE-COMTE;2024-01-18;1;1;1;;
02561;NOUVION-LE-VINEUX;2024-01-18;1;1;1;;
02562;NOUVRON-VINGRE;2024-01-18;1;1;1;;
02563;NOYALES;2024-01-18;1;1;1;;
02564;NOYANT-ET-ACONIN;2024-01-18;1;1;1;;
